,user_id,like,add,category,location,location_id
5876,20,0,0,zoo,DISNEY SEA,92
5877,21,0,1,zoo,DISNEY SEA,92
5878,22,1,0,zoo,DISNEY SEA,92
5879,23,1,0,zoo,DISNEY SEA,92
5880,24,0,1,zoo,DISNEY SEA,92
5881,25,1,0,zoo,DISNEY SEA,92
5882,26,0,0,zoo,DISNEY SEA,92
5883,27,1,0,zoo,DISNEY SEA,92
5884,28,1,0,zoo,DISNEY SEA,92
5885,29,1,0,zoo,DISNEY SEA,92
5886,30,0,1,zoo,DISNEY SEA,92
5887,31,1,0,zoo,DISNEY SEA,92
5888,32,1,0,zoo,DISNEY SEA,92
5889,33,0,1,zoo,DISNEY SEA,92
5890,34,1,0,zoo,DISNEY SEA,92
5891,35,0,1,zoo,DISNEY SEA,92
5892,36,1,0,zoo,DISNEY SEA,92
5893,37,1,0,zoo,DISNEY SEA,92
5894,38,0,0,zoo,DISNEY SEA,92
5895,39,1,0,zoo,DISNEY SEA,92
5896,40,0,0,zoo,DISNEY SEA,92
5897,41,1,0,zoo,DISNEY SEA,92
5898,42,0,1,zoo,DISNEY SEA,92
5899,43,0,0,zoo,DISNEY SEA,92
5900,44,0,1,zoo,DISNEY SEA,92
5901,45,1,0,zoo,DISNEY SEA,92
5902,46,1,0,zoo,DISNEY SEA,92
5903,47,1,0,zoo,DISNEY SEA,92
5904,48,0,1,zoo,DISNEY SEA,92
5905,49,1,0,zoo,DISNEY SEA,92
5906,50,0,1,zoo,DISNEY SEA,92
5907,51,1,0,zoo,DISNEY SEA,92
5908,52,0,0,zoo,DISNEY SEA,92
5909,53,1,0,zoo,DISNEY SEA,92
5910,54,1,0,zoo,DISNEY SEA,92
5911,55,1,0,zoo,DISNEY SEA,92
5912,56,1,0,zoo,DISNEY SEA,92
5913,57,1,0,zoo,DISNEY SEA,92
5914,58,0,0,zoo,DISNEY SEA,92
5915,59,1,0,zoo,DISNEY SEA,92
5916,60,1,0,zoo,DISNEY SEA,92
5917,61,0,0,zoo,DISNEY SEA,92
5918,62,0,0,zoo,DISNEY SEA,92
5919,63,1,0,zoo,DISNEY SEA,92
5920,64,1,0,zoo,DISNEY SEA,92
5921,65,0,0,zoo,DISNEY SEA,92
5922,66,1,0,zoo,DISNEY SEA,92
5923,67,0,0,zoo,DISNEY SEA,92
5924,68,1,0,zoo,DISNEY SEA,92
5925,69,1,0,zoo,DISNEY SEA,92
5926,70,1,0,zoo,DISNEY SEA,92
5927,71,1,0,zoo,DISNEY SEA,92
5928,72,1,0,zoo,DISNEY SEA,92
5929,73,1,0,zoo,DISNEY SEA,92
5930,74,0,1,zoo,DISNEY SEA,92
5931,75,1,0,zoo,DISNEY SEA,92
5932,76,1,0,zoo,DISNEY SEA,92
5933,77,0,0,zoo,DISNEY SEA,92
5934,78,1,0,zoo,DISNEY SEA,92
5935,79,0,1,zoo,DISNEY SEA,92
5936,80,1,0,zoo,DISNEY SEA,92
5937,81,1,0,zoo,DISNEY SEA,92
5938,82,0,1,zoo,DISNEY SEA,92
5939,83,0,0,zoo,DISNEY SEA,92
5940,84,1,0,zoo,DISNEY SEA,92
5941,85,0,1,zoo,DISNEY SEA,92
5942,86,1,0,zoo,DISNEY SEA,92
5943,87,0,1,zoo,DISNEY SEA,92
5944,88,1,0,zoo,DISNEY SEA,92
5945,89,0,1,zoo,DISNEY SEA,92
5946,90,1,0,zoo,DISNEY SEA,92
5947,91,0,1,zoo,DISNEY SEA,92
5948,92,1,0,zoo,DISNEY SEA,92
5949,93,1,0,zoo,DISNEY SEA,92
5950,94,0,0,zoo,DISNEY SEA,92
5951,95,1,0,zoo,DISNEY SEA,92
5952,96,0,1,zoo,DISNEY SEA,92
5953,97,0,0,zoo,DISNEY SEA,92
5954,98,1,0,zoo,DISNEY SEA,92
5955,99,1,0,zoo,DISNEY SEA,92
5956,100,1,0,zoo,DISNEY SEA,92
5957,101,1,0,zoo,DISNEY SEA,92
5958,102,1,0,zoo,DISNEY SEA,92
5959,103,0,1,zoo,DISNEY SEA,92
5960,104,1,0,zoo,DISNEY SEA,92
5961,105,1,0,zoo,DISNEY SEA,92
5962,106,1,0,zoo,DISNEY SEA,92
5963,107,1,0,zoo,DISNEY SEA,92
5964,108,0,0,zoo,DISNEY SEA,92
5965,109,1,0,zoo,DISNEY SEA,92
5966,110,0,1,zoo,DISNEY SEA,92
5967,111,1,0,zoo,DISNEY SEA,92
5968,112,0,0,zoo,DISNEY SEA,92
5969,113,1,0,zoo,DISNEY SEA,92
5970,114,0,1,zoo,DISNEY SEA,92
5971,115,0,1,zoo,DISNEY SEA,92
5972,116,0,0,zoo,DISNEY SEA,92
5973,117,0,0,zoo,DISNEY SEA,92
5974,118,1,0,zoo,DISNEY SEA,92
5975,119,1,0,zoo,DISNEY SEA,92
5976,120,1,0,zoo,DISNEY SEA,92
5977,121,1,0,zoo,DISNEY SEA,92
5978,122,1,0,zoo,DISNEY SEA,92
5979,123,1,0,zoo,DISNEY SEA,92
5980,124,0,1,zoo,DISNEY SEA,92
5981,125,0,0,zoo,DISNEY SEA,92
5982,126,1,0,zoo,DISNEY SEA,92
5983,127,1,0,zoo,DISNEY SEA,92
5984,128,1,0,zoo,DISNEY SEA,92
5985,129,0,0,zoo,DISNEY SEA,92
5986,130,1,0,zoo,DISNEY SEA,92
5987,131,0,1,zoo,DISNEY SEA,92
5988,132,1,0,zoo,DISNEY SEA,92
5989,133,1,0,zoo,DISNEY SEA,92
5990,134,1,0,zoo,DISNEY SEA,92
5991,135,1,0,zoo,DISNEY SEA,92
5992,136,0,1,zoo,DISNEY SEA,92
5993,137,1,0,zoo,DISNEY SEA,92
5994,138,0,1,zoo,DISNEY SEA,92
5995,139,1,0,zoo,DISNEY SEA,92
5996,140,1,0,zoo,DISNEY SEA,92
5997,141,0,1,zoo,DISNEY SEA,92
5998,142,0,1,zoo,DISNEY SEA,92
5999,143,1,0,zoo,DISNEY SEA,92
6000,144,0,1,zoo,DISNEY SEA,92
6001,145,1,0,zoo,DISNEY SEA,92
6002,146,1,0,zoo,DISNEY SEA,92
6003,147,0,1,zoo,DISNEY SEA,92
6004,148,1,0,zoo,DISNEY SEA,92
6005,149,1,0,zoo,DISNEY SEA,92
6006,150,0,1,zoo,DISNEY SEA,92
6007,151,1,0,zoo,DISNEY SEA,92
6008,152,0,1,zoo,DISNEY SEA,92
6009,153,1,0,zoo,DISNEY SEA,92
6010,154,0,1,zoo,DISNEY SEA,92
6011,155,1,0,zoo,DISNEY SEA,92
6012,156,0,1,zoo,DISNEY SEA,92
6013,157,1,0,zoo,DISNEY SEA,92
6014,158,1,0,zoo,DISNEY SEA,92
6015,159,0,1,zoo,DISNEY SEA,92
6016,160,1,0,zoo,DISNEY SEA,92
6017,161,0,1,zoo,DISNEY SEA,92
6018,162,1,0,zoo,DISNEY SEA,92
6019,163,1,0,zoo,DISNEY SEA,92
6020,164,1,0,zoo,DISNEY SEA,92
6021,165,0,1,zoo,DISNEY SEA,92
6022,166,1,0,zoo,DISNEY SEA,92
6023,167,0,1,zoo,DISNEY SEA,92
6024,168,1,0,zoo,DISNEY SEA,92
6025,169,1,0,zoo,DISNEY SEA,92
6026,170,0,1,zoo,DISNEY SEA,92
6027,171,1,0,zoo,DISNEY SEA,92
6028,172,0,1,zoo,DISNEY SEA,92
6029,173,1,0,zoo,DISNEY SEA,92
6030,174,1,0,zoo,DISNEY SEA,92
6031,175,0,1,zoo,DISNEY SEA,92
6032,176,1,0,zoo,DISNEY SEA,92
6033,177,0,1,zoo,DISNEY SEA,92
6034,178,1,0,zoo,DISNEY SEA,92
6035,179,1,0,zoo,DISNEY SEA,92
6036,180,0,1,zoo,DISNEY SEA,92
6037,181,1,0,zoo,DISNEY SEA,92
6038,182,0,1,zoo,DISNEY SEA,92
6039,0,0,0,river,DENMARK,84
6040,1,0,0,river,KATULAMPA RAFTING BOGOR,42
6041,2,0,0,river,DENMARK,84
6042,3,0,1,river,DENMARK,84
6043,4,1,0,river,DENMARK,84
6044,5,1,0,river,DENMARK,84
6045,6,0,1,river,KATULAMPA RAFTING BOGOR,42
6046,7,0,1,river,DENMARK,84
6047,8,0,1,river,DENMARK,84
6048,9,1,0,river,DENMARK,84
6049,10,1,0,river,KATULAMPA RAFTING BOGOR,42
6050,11,1,0,river,KATULAMPA RAFTING BOGOR,42
6051,12,1,0,river,KATULAMPA RAFTING BOGOR,42
6052,13,1,0,river,KATULAMPA RAFTING BOGOR,42
6053,14,0,1,river,DENMARK,84
6054,15,0,1,river,KATULAMPA RAFTING BOGOR,42
6055,16,0,1,river,DENMARK,84
6056,17,1,0,river,DENMARK,84
6057,18,1,0,river,KATULAMPA RAFTING BOGOR,42
6058,19,0,1,river,DENMARK,84
6059,20,0,0,river,KATULAMPA RAFTING BOGOR,42
6060,21,0,1,river,DENMARK,84
6061,22,1,0,river,DENMARK,84
6062,23,0,0,river,DENMARK,84
6063,24,1,0,river,KATULAMPA RAFTING BOGOR,42
6064,25,0,1,river,DENMARK,84
6065,26,0,0,river,KATULAMPA RAFTING BOGOR,42
6066,27,0,1,river,DENMARK,84
6067,28,1,0,river,KATULAMPA RAFTING BOGOR,42
6068,29,1,0,river,DENMARK,84
6069,30,0,1,river,DENMARK,84
6070,31,0,1,river,DENMARK,84
6071,32,1,0,river,KATULAMPA RAFTING BOGOR,42
6072,33,1,0,river,DENMARK,84
6073,34,0,0,river,DENMARK,84
6074,35,0,0,river,DENMARK,84
6075,36,0,0,river,KATULAMPA RAFTING BOGOR,42
6076,37,0,0,river,KATULAMPA RAFTING BOGOR,42
6077,38,0,0,river,DENMARK,84
6078,39,1,0,river,DENMARK,84
6079,40,0,0,river,KATULAMPA RAFTING BOGOR,42
6080,41,0,0,river,KATULAMPA RAFTING BOGOR,42
6081,42,0,1,river,KATULAMPA RAFTING BOGOR,42
6082,43,0,0,river,DENMARK,84
6083,44,0,0,river,DENMARK,84
6084,45,1,0,river,DENMARK,84
6085,46,1,0,river,DENMARK,84
6086,47,0,1,river,DENMARK,84
6087,48,0,0,river,KATULAMPA RAFTING BOGOR,42
6088,49,1,0,river,DENMARK,84
6089,50,1,0,river,DENMARK,84
6090,51,1,0,river,DENMARK,84
6091,52,0,0,river,KATULAMPA RAFTING BOGOR,42
6092,53,1,0,river,KATULAMPA RAFTING BOGOR,42
6093,54,1,0,river,KATULAMPA RAFTING BOGOR,42
6094,55,1,0,river,DENMARK,84
6095,56,1,0,river,DENMARK,84
6096,57,0,1,river,KATULAMPA RAFTING BOGOR,42
6097,58,0,0,river,DENMARK,84
6098,59,1,0,river,KATULAMPA RAFTING BOGOR,42
6099,60,1,0,river,KATULAMPA RAFTING BOGOR,42
6100,61,0,1,river,DENMARK,84
6101,62,0,0,river,DENMARK,84
6102,63,1,0,river,DENMARK,84
6103,64,1,0,river,DENMARK,84
6104,65,0,1,river,KATULAMPA RAFTING BOGOR,42
6105,66,1,0,river,KATULAMPA RAFTING BOGOR,42
6106,67,0,1,river,KATULAMPA RAFTING BOGOR,42
6107,68,0,0,river,KATULAMPA RAFTING BOGOR,42
6108,69,1,0,river,KATULAMPA RAFTING BOGOR,42
6109,70,1,0,river,KATULAMPA RAFTING BOGOR,42
6110,71,0,1,river,DENMARK,84
6111,72,1,0,river,DENMARK,84
6112,73,1,0,river,DENMARK,84
6113,74,0,1,river,DENMARK,84
6114,75,1,0,river,DENMARK,84
6115,76,1,0,river,DENMARK,84
6116,77,0,0,river,DENMARK,84
6117,78,1,0,river,KATULAMPA RAFTING BOGOR,42
6118,79,0,1,river,KATULAMPA RAFTING BOGOR,42
6119,80,1,0,river,DENMARK,84
6120,81,1,0,river,DENMARK,84
6121,82,0,0,river,KATULAMPA RAFTING BOGOR,42
6122,83,0,0,river,KATULAMPA RAFTING BOGOR,42
6123,84,1,0,river,DENMARK,84
6124,85,0,0,river,KATULAMPA RAFTING BOGOR,42
6125,86,1,0,river,DENMARK,84
6126,87,0,1,river,KATULAMPA RAFTING BOGOR,42
6127,88,0,1,river,KATULAMPA RAFTING BOGOR,42
6128,89,1,0,river,KATULAMPA RAFTING BOGOR,42
6129,90,0,1,river,KATULAMPA RAFTING BOGOR,42
6130,91,0,1,river,DENMARK,84
6131,92,1,0,river,DENMARK,84
6132,93,0,1,river,KATULAMPA RAFTING BOGOR,42
6133,94,0,0,river,KATULAMPA RAFTING BOGOR,42
6134,95,1,0,river,DENMARK,84
6135,96,0,0,river,DENMARK,84
6136,97,0,1,river,KATULAMPA RAFTING BOGOR,42
6137,98,1,0,river,KATULAMPA RAFTING BOGOR,42
6138,99,1,0,river,DENMARK,84
6139,100,1,0,river,DENMARK,84
6140,101,0,0,river,DENMARK,84
6141,102,1,0,river,KATULAMPA RAFTING BOGOR,42
6142,103,0,0,river,DENMARK,84
6143,104,1,0,river,DENMARK,84
6144,105,0,0,river,KATULAMPA RAFTING BOGOR,42
6145,106,0,1,river,DENMARK,84
6146,107,1,0,river,KATULAMPA RAFTING BOGOR,42
6147,108,0,0,river,KATULAMPA RAFTING BOGOR,42
6148,109,1,0,river,KATULAMPA RAFTING BOGOR,42
6149,110,1,0,river,KATULAMPA RAFTING BOGOR,42
6150,111,0,1,river,DENMARK,84
6151,112,0,1,river,KATULAMPA RAFTING BOGOR,42
6152,113,0,0,river,KATULAMPA RAFTING BOGOR,42
6153,114,0,0,river,KATULAMPA RAFTING BOGOR,42
6154,115,0,1,river,KATULAMPA RAFTING BOGOR,42
6155,116,1,0,river,KATULAMPA RAFTING BOGOR,42
6156,117,0,1,river,DENMARK,84
6157,118,1,0,river,DENMARK,84
6158,119,1,0,river,KATULAMPA RAFTING BOGOR,42
6159,120,1,0,river,KATULAMPA RAFTING BOGOR,42
6160,121,0,0,river,KATULAMPA RAFTING BOGOR,42
6161,122,0,1,river,KATULAMPA RAFTING BOGOR,42
6162,123,0,0,river,DENMARK,84
6163,124,0,1,river,KATULAMPA RAFTING BOGOR,42
6164,125,0,0,river,DENMARK,84
6165,126,0,0,river,DENMARK,84
6166,127,0,1,river,KATULAMPA RAFTING BOGOR,42
6167,128,0,1,river,KATULAMPA RAFTING BOGOR,42
6168,129,0,0,river,KATULAMPA RAFTING BOGOR,42
6169,130,1,0,river,KATULAMPA RAFTING BOGOR,42
6170,131,1,0,river,DENMARK,84
6171,132,0,0,river,DENMARK,84
6172,133,1,0,river,DENMARK,84
6173,134,0,1,river,DENMARK,84
6174,135,1,0,river,KATULAMPA RAFTING BOGOR,42
6175,136,1,0,river,KATULAMPA RAFTING BOGOR,42
6176,137,0,1,river,KATULAMPA RAFTING BOGOR,42
6177,138,0,1,river,KATULAMPA RAFTING BOGOR,42
6178,139,1,0,river,DENMARK,84
6179,140,0,1,river,KATULAMPA RAFTING BOGOR,42
6180,141,1,0,river,DENMARK,84
6181,142,0,1,river,DENMARK,84
6182,143,0,1,river,DENMARK,84
6183,144,1,0,river,KATULAMPA RAFTING BOGOR,42
6184,145,0,1,river,DENMARK,84
6185,146,0,1,river,DENMARK,84
6186,147,0,1,river,KATULAMPA RAFTING BOGOR,42
6187,148,1,0,river,DENMARK,84
6188,149,0,1,river,DENMARK,84
6189,150,1,0,river,KATULAMPA RAFTING BOGOR,42
6190,151,0,1,river,DENMARK,84
6191,152,0,1,river,DENMARK,84
6192,153,1,0,river,KATULAMPA RAFTING BOGOR,42
6193,154,1,0,river,DENMARK,84
6194,155,0,1,river,DENMARK,84
6195,156,0,1,river,DENMARK,84
6196,157,1,0,river,KATULAMPA RAFTING BOGOR,42
6197,158,0,1,river,DENMARK,84
6198,159,1,0,river,KATULAMPA RAFTING BOGOR,42
6199,160,0,1,river,KATULAMPA RAFTING BOGOR,42
6200,161,0,1,river,DENMARK,84
6201,162,0,1,river,KATULAMPA RAFTING BOGOR,42
6202,163,1,0,river,KATULAMPA RAFTING BOGOR,42
6203,164,0,1,river,KATULAMPA RAFTING BOGOR,42
6204,165,1,0,river,KATULAMPA RAFTING BOGOR,42
6205,166,0,1,river,KATULAMPA RAFTING BOGOR,42
6206,167,0,1,river,DENMARK,84
6207,168,1,0,river,DENMARK,84
6208,169,0,1,river,DENMARK,84
6209,170,1,0,river,DENMARK,84
6210,171,0,1,river,KATULAMPA RAFTING BOGOR,42
6211,172,0,1,river,DENMARK,84
6212,173,1,0,river,DENMARK,84
6213,174,0,1,river,KATULAMPA RAFTING BOGOR,42
6214,175,1,0,river,DENMARK,84
6215,176,0,1,river,KATULAMPA RAFTING BOGOR,42
6216,177,0,1,river,DENMARK,84
6217,178,1,0,river,DENMARK,84
6218,179,0,1,river,KATULAMPA RAFTING BOGOR,42
6219,180,1,0,river,DENMARK,84
6220,181,0,1,river,DENMARK,84
6221,182,0,1,river,DENMARK,84
6222,0,1,0,conservation,PULAU SERIBU,41
6223,0,1,0,conservation,PULAU KOMODO,26
6224,0,1,0,conservation,LOMBOK,24
6225,0,1,0,conservation,DANAU TOBA,3
6226,0,1,0,conservation,ALASKA,69
6227,1,0,0,conservation,UJUNG KULON,85
6228,1,0,0,conservation,CANDI BOROBUDUR,40
6229,1,0,0,conservation,ALASKA,69
6230,1,0,0,conservation,GUNUNG SEMERU,17
6231,1,0,0,conservation,PULAU KOMODO,26
6232,2,1,0,conservation,DANAU TOBA,3
6233,2,1,0,conservation,ALASKA,69
6234,2,1,0,conservation,CANDI BOROBUDUR,40
6235,2,1,0,conservation,GUNUNG SEMERU,17
6236,2,1,0,conservation,LOMBOK,24
6237,3,1,0,conservation,PULAU SERIBU,41
6238,3,1,0,conservation,GUNUNG SEMERU,17
6239,3,1,0,conservation,CANDI BOROBUDUR,40
6240,3,1,0,conservation,UJUNG KULON,85
6241,3,1,0,conservation,LOMBOK,24
6242,4,1,0,conservation,PULAU KOMODO,26
6243,4,1,0,conservation,GUNUNG SEMERU,17
6244,4,1,0,conservation,GUNUNG BROMO,4
6245,4,1,0,conservation,CANDI BOROBUDUR,40
6246,4,1,0,conservation,LOMBOK,24
6247,5,0,1,conservation,GUNUNG BROMO,4
6248,5,0,1,conservation,GUNUNG SEMERU,17
6249,5,0,1,conservation,PULAU KOMODO,26
6250,5,0,1,conservation,DANAU TOBA,3
6251,5,0,1,conservation,CANDI BOROBUDUR,40
6252,6,1,0,conservation,UJUNG KULON,85
6253,6,1,0,conservation,GUNUNG SEMERU,17
6254,6,1,0,conservation,DANAU TOBA,3
6255,6,1,0,conservation,CANDI BOROBUDUR,40
6256,6,1,0,conservation,ALASKA,69
6257,7,0,1,conservation,GUNUNG SEMERU,17
6258,7,0,1,conservation,ALASKA,69
6259,7,0,1,conservation,CANDI BOROBUDUR,40
6260,7,0,1,conservation,DANAU TOBA,3
6261,7,0,1,conservation,UJUNG KULON,85
6262,8,0,0,conservation,GUNUNG SEMERU,17
6263,8,0,0,conservation,DANAU TOBA,3
6264,8,0,0,conservation,PULAU SERIBU,41
6265,8,0,0,conservation,UJUNG KULON,85
6266,8,0,0,conservation,GUNUNG BROMO,4
6267,9,1,0,conservation,GUNUNG SEMERU,17
6268,9,1,0,conservation,CANDI BOROBUDUR,40
6269,9,1,0,conservation,UJUNG KULON,85
6270,9,1,0,conservation,GUNUNG BROMO,4
6271,9,1,0,conservation,DANAU TOBA,3
6272,10,1,0,conservation,DANAU TOBA,3
6273,10,1,0,conservation,GUNUNG BROMO,4
6274,10,1,0,conservation,PULAU SERIBU,41
6275,10,1,0,conservation,GUNUNG SEMERU,17
6276,10,1,0,conservation,LOMBOK,24
6277,11,1,0,conservation,PULAU SERIBU,41
6278,11,1,0,conservation,DANAU TOBA,3
6279,11,1,0,conservation,PULAU KOMODO,26
6280,11,1,0,conservation,GUNUNG BROMO,4
6281,11,1,0,conservation,ALASKA,69
6282,12,1,0,conservation,GUNUNG BROMO,4
6283,12,1,0,conservation,UJUNG KULON,85
6284,12,1,0,conservation,PULAU SERIBU,41
6285,12,1,0,conservation,LOMBOK,24
6286,12,1,0,conservation,PULAU KOMODO,26
6287,13,1,0,conservation,LOMBOK,24
6288,13,1,0,conservation,CANDI BOROBUDUR,40
6289,13,1,0,conservation,ALASKA,69
6290,13,1,0,conservation,PULAU SERIBU,41
6291,13,1,0,conservation,GUNUNG BROMO,4
6292,14,0,1,conservation,DANAU TOBA,3
6293,14,0,1,conservation,GUNUNG SEMERU,17
6294,14,0,1,conservation,CANDI BOROBUDUR,40
6295,14,0,1,conservation,ALASKA,69
6296,14,0,1,conservation,PULAU SERIBU,41
6297,15,0,1,conservation,ALASKA,69
6298,15,0,1,conservation,UJUNG KULON,85
6299,15,0,1,conservation,PULAU SERIBU,41
6300,15,0,1,conservation,CANDI BOROBUDUR,40
6301,15,0,1,conservation,GUNUNG BROMO,4
6302,16,0,1,conservation,DANAU TOBA,3
6303,16,0,1,conservation,GUNUNG BROMO,4
6304,16,0,1,conservation,LOMBOK,24
6305,16,0,1,conservation,PULAU SERIBU,41
6306,16,0,1,conservation,UJUNG KULON,85
6307,17,1,0,conservation,GUNUNG BROMO,4
6308,17,1,0,conservation,ALASKA,69
6309,17,1,0,conservation,GUNUNG SEMERU,17
6310,17,1,0,conservation,DANAU TOBA,3
6311,17,1,0,conservation,LOMBOK,24
6312,18,1,0,conservation,CANDI BOROBUDUR,40
6313,18,1,0,conservation,DANAU TOBA,3
6314,18,1,0,conservation,GUNUNG SEMERU,17
6315,18,1,0,conservation,ALASKA,69
6316,18,1,0,conservation,PULAU KOMODO,26
6317,19,1,0,conservation,GUNUNG SEMERU,17
6318,19,1,0,conservation,LOMBOK,24
6319,19,1,0,conservation,GUNUNG BROMO,4
6320,19,1,0,conservation,UJUNG KULON,85
6321,19,1,0,conservation,CANDI BOROBUDUR,40
6322,20,0,0,conservation,UJUNG KULON,85
6323,20,0,0,conservation,GUNUNG SEMERU,17
6324,20,0,0,conservation,CANDI BOROBUDUR,40
6325,20,0,0,conservation,GUNUNG BROMO,4
6326,20,0,0,conservation,ALASKA,69
6327,21,1,0,conservation,CANDI BOROBUDUR,40
6328,21,1,0,conservation,DANAU TOBA,3
6329,21,1,0,conservation,PULAU KOMODO,26
6330,21,1,0,conservation,PULAU SERIBU,41
6331,21,1,0,conservation,UJUNG KULON,85
6332,22,1,0,conservation,ALASKA,69
6333,22,1,0,conservation,PULAU KOMODO,26
6334,22,1,0,conservation,LOMBOK,24
6335,22,1,0,conservation,GUNUNG BROMO,4
6336,22,1,0,conservation,PULAU SERIBU,41
6337,23,1,0,conservation,PULAU SERIBU,41
6338,23,1,0,conservation,ALASKA,69
6339,23,1,0,conservation,UJUNG KULON,85
6340,23,1,0,conservation,DANAU TOBA,3
6341,23,1,0,conservation,LOMBOK,24
6342,24,0,0,conservation,PULAU SERIBU,41
6343,24,0,0,conservation,GUNUNG BROMO,4
6344,24,0,0,conservation,CANDI BOROBUDUR,40
6345,24,0,0,conservation,DANAU TOBA,3
6346,24,0,0,conservation,LOMBOK,24
6347,25,0,1,conservation,ALASKA,69
6348,25,0,1,conservation,GUNUNG SEMERU,17
6349,25,0,1,conservation,CANDI BOROBUDUR,40
6350,25,0,1,conservation,LOMBOK,24
6351,25,0,1,conservation,UJUNG KULON,85
6352,26,0,1,conservation,DANAU TOBA,3
6353,26,0,1,conservation,CANDI BOROBUDUR,40
6354,26,0,1,conservation,UJUNG KULON,85
6355,26,0,1,conservation,LOMBOK,24
6356,26,0,1,conservation,GUNUNG BROMO,4
6357,27,1,0,conservation,DANAU TOBA,3
6358,27,1,0,conservation,CANDI BOROBUDUR,40
6359,27,1,0,conservation,LOMBOK,24
6360,27,1,0,conservation,PULAU KOMODO,26
6361,27,1,0,conservation,GUNUNG SEMERU,17
6362,28,0,0,conservation,PULAU SERIBU,41
6363,28,0,0,conservation,ALASKA,69
6364,28,0,0,conservation,LOMBOK,24
6365,28,0,0,conservation,PULAU KOMODO,26
6366,28,0,0,conservation,DANAU TOBA,3
6367,29,1,0,conservation,PULAU KOMODO,26
6368,29,1,0,conservation,GUNUNG BROMO,4
6369,29,1,0,conservation,LOMBOK,24
6370,29,1,0,conservation,DANAU TOBA,3
6371,29,1,0,conservation,PULAU SERIBU,41
6372,30,0,1,conservation,LOMBOK,24
6373,30,0,1,conservation,ALASKA,69
6374,30,0,1,conservation,GUNUNG BROMO,4
6375,30,0,1,conservation,CANDI BOROBUDUR,40
6376,30,0,1,conservation,PULAU SERIBU,41
6377,31,1,0,conservation,PULAU SERIBU,41
6378,31,1,0,conservation,GUNUNG BROMO,4
6379,31,1,0,conservation,GUNUNG SEMERU,17
6380,31,1,0,conservation,ALASKA,69
6381,31,1,0,conservation,UJUNG KULON,85
6382,32,1,0,conservation,LOMBOK,24
6383,32,1,0,conservation,UJUNG KULON,85
6384,32,1,0,conservation,PULAU KOMODO,26
6385,32,1,0,conservation,GUNUNG SEMERU,17
6386,32,1,0,conservation,GUNUNG BROMO,4
6387,33,1,0,conservation,DANAU TOBA,3
6388,33,1,0,conservation,UJUNG KULON,85
6389,33,1,0,conservation,CANDI BOROBUDUR,40
6390,33,1,0,conservation,ALASKA,69
6391,33,1,0,conservation,LOMBOK,24
6392,34,1,0,conservation,LOMBOK,24
6393,34,1,0,conservation,ALASKA,69
6394,34,1,0,conservation,CANDI BOROBUDUR,40
6395,34,1,0,conservation,PULAU SERIBU,41
6396,34,1,0,conservation,DANAU TOBA,3
6397,35,0,0,conservation,PULAU SERIBU,41
6398,35,0,0,conservation,CANDI BOROBUDUR,40
6399,35,0,0,conservation,ALASKA,69
6400,35,0,0,conservation,GUNUNG SEMERU,17
6401,35,0,0,conservation,PULAU KOMODO,26
6402,36,1,0,conservation,PULAU SERIBU,41
6403,36,1,0,conservation,GUNUNG BROMO,4
6404,36,1,0,conservation,LOMBOK,24
6405,36,1,0,conservation,GUNUNG SEMERU,17
6406,36,1,0,conservation,ALASKA,69
6407,37,1,0,conservation,DANAU TOBA,3
6408,37,1,0,conservation,ALASKA,69
6409,37,1,0,conservation,PULAU SERIBU,41
6410,37,1,0,conservation,UJUNG KULON,85
6411,37,1,0,conservation,PULAU KOMODO,26
6412,38,0,1,conservation,PULAU KOMODO,26
6413,38,0,1,conservation,LOMBOK,24
6414,38,0,1,conservation,GUNUNG BROMO,4
6415,38,0,1,conservation,PULAU SERIBU,41
6416,38,0,1,conservation,UJUNG KULON,85
6417,39,0,1,conservation,GUNUNG SEMERU,17
6418,39,0,1,conservation,ALASKA,69
6419,39,0,1,conservation,UJUNG KULON,85
6420,39,0,1,conservation,PULAU SERIBU,41
6421,39,0,1,conservation,CANDI BOROBUDUR,40
6422,40,0,1,conservation,ALASKA,69
6423,40,0,1,conservation,PULAU SERIBU,41
6424,40,0,1,conservation,CANDI BOROBUDUR,40
6425,40,0,1,conservation,DANAU TOBA,3
6426,40,0,1,conservation,PULAU KOMODO,26
6427,41,0,0,conservation,PULAU KOMODO,26
6428,41,0,0,conservation,UJUNG KULON,85
6429,41,0,0,conservation,LOMBOK,24
6430,41,0,0,conservation,GUNUNG SEMERU,17
6431,41,0,0,conservation,ALASKA,69
6432,42,1,0,conservation,CANDI BOROBUDUR,40
6433,42,1,0,conservation,PULAU KOMODO,26
6434,42,1,0,conservation,LOMBOK,24
6435,42,1,0,conservation,UJUNG KULON,85
6436,42,1,0,conservation,DANAU TOBA,3
6437,43,0,0,conservation,LOMBOK,24
6438,43,0,0,conservation,PULAU SERIBU,41
6439,43,0,0,conservation,CANDI BOROBUDUR,40
6440,43,0,0,conservation,UJUNG KULON,85
6441,43,0,0,conservation,GUNUNG SEMERU,17
6442,44,0,1,conservation,UJUNG KULON,85
6443,44,0,1,conservation,GUNUNG SEMERU,17
6444,44,0,1,conservation,PULAU SERIBU,41
6445,44,0,1,conservation,PULAU KOMODO,26
6446,44,0,1,conservation,LOMBOK,24
6447,45,1,0,conservation,UJUNG KULON,85
